Sl.No,Lane,VehicleType,Entry,Exit
3434,1,3,19282.92,19289.64
3435,2,2,19289.64,19295.4
3436,2,1,19294.16,19300.2
3437,2,3,19297.16,19303.08
3438,2,3,19301.72,19308.84
3439,2,2,19302.32,19306.92
3440,1,1,19324.2,19330.92
3441,2,3,19322.28,19329.96
3442,2,2,19332.84,19340
3443,1,1,19337.64,19342.24
3444,1,2,19339.56,19347.8
3445,1,3,19345.32,19352.44
3446,2,3,19350.6,19357.8
3447,1,2,19353,19357.23
3448,1,3,19358.76,19366.44
3449,2,3,19359.8,19367.4
3450,1,3,19365.48,19371.32
3451,1,1,19375.08,19379.08
3452,1,6,19378.92,19386.6
3453,1,3,19379.88,19386.24
3454,1,2,19380.84,19384.68
3455,2,2,19389.88,19396.2
3456,2,1,19395.04,19401.96
3457,1,2,19400.04,19404.88
3458,1,3,19402.92,19408.68
3459,2,3,19406.76,19412.52
3460,2,3,19407.72,19414.44
3461,1,2,19410.6,19418.28
3462,2,3,19422.8,19431.72
3463,1,3,19428.96,19434.88
3464,1,3,19432.4,19439.24
3465,2,2,19436.12,19442.28
3466,2,1,19438.96,19445.16
3467,2,3,19442.28,19448.04
3468,2,1,19458.08,19463.4
3469,1,1,19474.92,19481.32
3470,2,7,19476.96,19483.56
3471,1,1,19477,19483.44
3472,1,1,19478.04,19485.12
3473,2,1,19491.84,19496.04
3474,1,2,19495.04,19501.12
3475,2,1,19495.88,19501.8
3476,2,3,19495.88,19500.84
3477,2,3,19499.16,19504.68
3478,2,3,19500.56,19507.56
3479,2,3,19504.88,19510.44
3480,2,3,19508.4,19513.32
3481,2,1,19511.32,19518.12
3482,2,3,19511.32,19516.2
3483,2,3,19513.44,19521
3484,1,1,19522.92,19527.28
3485,2,3,19538.32,19544.04
3486,1,1,19552.68,19558.92
3487,2,3,19562.08,19569.96
3488,2,3,19567.88,19572.84
3489,2,3,19573.2,19579.56
3490,2,1,19575,19582.44
3491,1,1,19592.04,19599.72
3492,2,3,19605.92,19611.24
3493,1,2,19610.28,19618.56
3494,2,3,19614.2,19620.84
3495,2,3,19631.04,19636.2
3496,1,1,19634.28,19641.96
3497,1,1,19638.12,19644.68
3498,1,2,19641,19646.76
3499,2,3,19642.8,19650.6
3500,1,1,19643.88,19649.2
3501,1,2,19651.56,19655.96
3502,1,3,19657.32,19661.52
3503,2,3,19659.04,19665.96
3504,1,2,19666,19671.76
3505,1,1,19667,19672.96
3506,1,3,19689,19694.32
3507,2,3,19704.36,19709.16
3508,2,2,19720.72,19729.32
3509,1,3,19726.44,19732.76
3510,1,1,19731.24,19736.04
3511,2,2,19739.64,19743.72
3512,2,1,19742.44,19747.56
3513,2,2,19746.8,19752.36
3514,1,3,19750.44,19757.4
3515,2,3,19751.32,19757.16
3516,2,1,19751.2,19756.2
3517,2,1,19752.36,19757.16
3518,2,3,19753.32,19760.04
3519,2,2,19755.04,19761
3520,2,3,19754.84,19759.08
3521,2,1,19756.52,19763.88
3522,1,3,19764.84,19772.52
3523,1,4,19765.8,19773.48
3524,1,4,19771.56,19778.28
3525,1,2,19773.48,19779.36
3526,1,1,19775.4,19781.28
3527,1,2,19782.12,19789.8
3528,2,3,19807.48,19812.84
3529,2,3,19812.68,19819.56
3530,2,3,19814,19822.44
3531,2,3,19815.16,19821.48
3532,2,3,19833.96,19839.72
3533,1,2,19838.8,19845.68
3534,2,1,19836.92,19842.6
3535,1,2,19841.64,19845.56
3536,2,2,19839.36,19845.48
3537,1,2,19840.68,19847.4
3538,1,2,19855.08,19861.16
3539,1,1,19874.28,19880.64
3540,2,3,19876.08,19881
3541,2,2,19877.92,19882.92
3542,1,1,19881,19885.4
3543,2,1,19907.08,19913.64
3544,2,2,19912.28,19916.52
3545,1,3,19918.04,19922.8
3546,1,1,19937.6,19944.04
3547,1,3,19940.52,19947.72
3548,1,2,19948.44,19957.84
3549,1,1,19951.44,19957.52
3550,1,1,19956.84,19962.76
3551,2,3,19975.12,19982.76
3552,2,3,19976.28,19981.8
3553,1,3,19977,19984.56
3554,2,3,20001.96,20007.72
3555,2,3,20004.24,20009.64
3556,2,3,20004.32,20010.6
3557,2,3,20005.8,20011.56
3558,1,1,20016.36,20022.36
3559,1,3,20019.92,20027.12
3560,2,1,20027,20031.04
3561,1,3,20028.84,20035.92
3562,2,3,20043.72,20053.8
3563,1,4,20057.64,20064.72
3564,1,1,20065.64,20075.32
3565,1,1,20067.24,20076.76
3566,1,2,20071.08,20080.36
3567,2,1,20072.68,20078.76
3568,1,3,20077.8,20087
3569,1,3,20078.76,20087.32
3570,2,3,20086.12,20093.16
3571,1,3,20087.4,20095.68
3572,1,3,20097,20105.44
3573,2,3,20099.12,20103.72
3574,2,3,20099.96,20105.64
3575,1,3,20126.76,20134.44
3576,2,3,20136.96,20143.08
3577,2,3,20140.88,20147.88
3578,2,3,20142.24,20150.76
3579,2,3,20144.84,20153.64
3580,2,1,20147.96,20157.48
3581,2,3,20154.44,20161.32
3582,2,1,20160.4,20165.16
3583,2,2,20162.04,20166.6
3584,2,3,20161.32,20169.96
3585,2,3,20165.84,20172.84
3586,1,4,20162.28,20169.96
3587,2,3,20181.12,20187.24
3588,1,3,20179.56,20188.32
3589,1,2,20186.28,20194.48
3590,1,3,20189.16,20196.68
3591,1,1,20192.04,20200.04
3592,1,2,20193.96,20204.44
3593,1,3,20203.44,20210.28
3594,1,3,20205.48,20212.48
3595,1,1,20207.4,20213.6
3596,2,3,20208.88,20214.32
3597,2,3,20212.2,20218.92
3598,2,3,20214.6,20221.8
3599,1,3,20217.96,20225.56
3600,1,7,20219.96,20229.64
3601,1,2,20230.6,20236.12
3602,1,3,20231.28,20237.48
3603,1,3,20232.6,20238.24
3604,1,3,20251.56,20257.4
3605,2,3,20261.16,20265.44
3606,1,2,20265.56,20272.16
3607,1,1,20268.4,20274.36
3608,2,3,20274.32,20279.44
3609,2,1,20281,20285.32
3610,1,1,20280.88,20288.52
3611,1,3,20284.12,20291
3612,1,2,20293.12,20302.44
3613,1,1,20296.8,20302.32
3614,1,4,20335.08,20341.8
3615,2,3,20340.8,20348.8
3616,2,6,20342.76,20350.44
3617,1,3,20349.44,20355.44
3618,1,3,20347.56,20353.12
3619,1,2,20361.68,20371.6
3620,2,2,20361.72,20366
3621,2,1,20375.8,20380.64
3622,1,1,20384.04,20394.04
3623,1,1,20386,20392.72
3624,1,2,20394.84,20401.36
3625,1,4,20397.2,20403.28
3626,1,1,20397.8,20404.84
3627,1,3,20404.12,20408.88
3628,2,1,20411.08,20415.72
3629,1,3,20411.72,20419.88
3630,2,2,20417.8,20423.32
3631,1,2,20421.56,20425.64
3632,1,3,20439.24,20445.56
3633,1,3,20440,20447
3634,1,2,20441.04,20444.56
3635,1,3,20441.48,20448.4
3636,1,2,20442.48,20448.4
3637,1,4,20449.32,20459.68
3638,1,1,20452.2,20461.52
3639,1,7,20455.08,20466.98
3640,2,5,20464.28,20472.36
3641,2,1,20466.8,20475.24
3642,2,7,20472.72,20482.92
3643,2,3,20477.52,20485.8
3644,1,3,20489.64,20497.16
3645,1,2,20505.96,20514.92
3646,2,1,20509.36,20516.52
3647,2,2,20510.88,20516.52
3648,2,1,20513.32,20519.4
3649,2,1,20516.64,20523.24
3650,1,3,20518.44,20527.68
3651,1,1,20520.36,20526.2
3652,2,3,20539.92,20548.2
3653,1,2,20538.6,20546.4
3654,1,2,20539.2,20549.8
3655,1,2,20541.48,20550.96
3656,1,2,20543.4,20552.36
3657,2,1,20550.72,20555.88
3658,1,3,20548.2,20556.32
3659,1,3,20548.2,20557.28
3660,2,1,20559.04,20565.48
3661,1,3,20558.6,20564.04
3662,2,7,20566.92,20577.96
3663,2,1,20567.92,20574.12
3664,2,1,20571.04,20580.84
3665,2,3,20572.84,20582.76
3666,1,3,20582.76,20590.92
3667,1,3,20593.32,20604.68
3668,1,3,20596.2,20601.84
3669,1,3,20597.16,20604.28
3670,1,1,20602.48,20609.84
3671,1,1,20608.04,20615.48
3672,1,3,20617.32,20625.4
3673,1,3,20625.4,20631.04
3674,2,1,20625.2,20630.76
3675,1,3,20632.68,20638.68
3676,1,3,20635.4,20641.76
3677,1,6,20637.48,20649.96
3678,2,1,20641.32,20645.76
3679,1,4,20643.24,20648.04
3680,2,3,20644.48,20649
3681,1,1,20638.16,20644.48
3682,1,2,20658.84,20665.68
3683,1,2,20659.68,20667.24
3684,1,2,20661.32,20666.6
3685,1,2,20661.6,20665.88
3686,1,3,20661.48,20667.28
3687,1,6,20669.08,20676.04
3688,2,3,20670.96,20678
3689,2,2,20675.2,20679.96
3690,1,3,20669.48,20678.04
3691,1,1,20671.88,20678.8
3692,1,1,20673.8,20681.04
3693,1,3,20675,20681.56
3694,1,6,20676.96,20683.04
3695,1,2,20682.48,20689.08
3696,1,3,20691.24,20698.92
3697,1,3,20699.08,20705.76
3698,1,3,20696.24,20702.44
3699,1,1,20698.64,20704.64
3700,1,1,20700.72,20706.36
3701,1,3,20706.72,20712.52
3702,2,1,20708.24,20714.28
3703,1,1,20713.6,20721.48
3704,1,1,20715.24,20720.76
3705,1,3,20731.72,20738.16
3706,1,2,20736.64,20742.76
3707,1,2,20750.56,20755.8
3708,1,3,20753.64,20761.64
3709,1,1,20757.8,20763.96
3710,2,3,20764.04,20769.16
3711,2,7,20769.48,20778.6
3712,2,1,20772.64,20778
3713,2,3,20773.92,20779.44
3714,2,3,20777.28,20782.48
3715,1,1,20791.08,20798.2
3716,1,1,20791.08,20800.24
3717,1,1,20796.32,20802.24
3718,2,1,20802.72,20808.36
3719,2,1,20807.4,20813.04
3720,2,1,20807.48,20815.08
3721,2,3,20810.92,20817.96
3722,2,1,20807.4,20811.04
3723,1,1,20807.2,20812.64
3724,2,3,20811.04,20817
3725,1,1,20814.12,20821.8
3726,1,1,20816.04,20823.52
3727,1,1,20817.96,20825.12
3728,1,1,20818.92,20827.24
3729,1,3,20830.44,20838.28
3730,1,2,20833.32,20838.28
3731,1,1,20842.76,20848.24
3732,1,3,20846.76,20853.52
3733,2,2,20855.04,20859.84
3734,2,1,20857.32,20862.6
3735,1,6,20871.72,20879.96
3736,1,1,20889,20897.52
3737,1,1,20890.92,20900.44
3738,1,1,20906.68,20915.52
3739,1,1,20908.2,20916.84
3740,1,4,20912.04,20919.36
3741,1,1,20915.8,20921.8
3742,2,1,20923.68,20928.44
3743,1,3,20924.52,20932
3744,1,3,20922.6,20928.4
3745,1,6,20933.16,20944.68
3746,1,1,20936.32,20942.92
3747,1,1,20938.92,20945.6
3748,1,2,20938.92,20948.2
3749,1,3,20943.72,20951.84
3750,1,3,20948.52,20956.76
3751,1,2,20959.08,20968.16
3752,1,1,20961,20969.28
3753,1,1,20962.92,20970.76
3754,1,1,20963.88,20972.52
3755,1,1,20965.8,20971.04
3756,2,3,20984.48,20995.56
3757,2,1,20984.92,20992.68
3758,2,1,20988.8,20996.52
3759,1,1,20991.72,21000.96
3760,2,1,20988.72,20996.52
3761,1,1,20991.72,21000.96
3762,1,1,21003,21009.72
3763,1,2,21003.4,21008.44
3764,1,3,21007.08,21013.52
3765,1,1,21009,21015.64
3766,2,3,21013.92,21020.52
3767,1,3,21012.84,21019.44
3768,2,1,21017,21024.36
3769,2,1,21017.8,21022.44
3770,2,3,21024.56,21033
3771,2,4,21035.88,21042.6
3772,2,3,21036.88,21043.56
3773,2,2,21038.28,21042.6
3774,2,2,21038.4,21045.48
3775,2,1,21039.72,21047.4
3776,2,1,21041.56,21049.32
3777,2,1,21045.12,21053.16
3778,2,3,21046.96,21054.12
3779,2,3,21048.52,21057
3780,1,4,21040.68,21049.6
3781,1,2,21046.44,21056.56
3782,1,2,21047.4,21057
3783,1,3,21050.28,21059.08
3784,1,2,21066.88,21073.32
3785,1,2,21072.36,21082.6
3786,1,2,21074.44,21080.04
3787,1,2,21072.36,21082.64
3788,1,3,21077.16,21083.96
3789,1,1,21081.96,21089.04
3790,2,3,21087.4,21093.48
3791,1,2,21088.68,21094.72
3792,1,3,21104.6,21111.72
3793,1,2,21119.56,21125.16
3794,1,3,21123.2,21130.44
3795,1,1,21126.12,21134
3796,1,1,21129,21137.96
3797,1,2,21129,21135.92
3798,1,3,21130.92,21137.8
3799,2,1,21135.36,21141.48
3800,2,2,21140.48,21150.56
3801,1,3,21137,21145.56
3802,2,1,21141.52,21148.12
3803,1,1,21141.48,21147.28
3804,1,1,21143.4,21149.76
3805,1,1,21145.08,21151.16
3806,2,3,21148.6,21153.28
3807,1,1,21161.52,21167.72
3808,1,2,21164.44,21170.64
3809,2,6,21166.52,21174.32
3810,2,2,21168.88,21176.44
3811,1,1,21181.36,21185.84
3812,1,4,21184.4,21193.48
3813,1,1,21185.72,21196.4
3814,1,2,21192.36,21198.24
3815,1,1,21199.04,21204.48
3816,2,1,21202.12,21206.72
3817,1,1,21202.44,21208.12
3818,1,2,21205.88,21212.4
3819,2,3,21216.84,21221.28
3820,1,3,21224.16,21229.6
3821,1,1,21228.96,21237.08
3822,2,2,21230.52,21236.68
3823,2,3,21233.48,21238.84
3824,1,1,21229.76,21237.08
3825,1,1,21237.48,21244
3826,1,1,21239.2,21246.64
3827,1,3,21247.36,21255.36
3828,1,4,21253.72,21259.84
3829,1,1,21255.56,21261.76
3830,1,4,21276.68,21284.16
3831,1,1,21277.6,21282.12
3832,1,3,21278.44,21285.32
3833,1,2,21280.4,21286.44
3834,1,1,21282.52,21288.88
3835,1,1,21286.36,21291.32
3836,1,1,21287.92,21293.64
3837,2,1,21285.32,21290.52
3838,1,1,21285.6,21291.36
3839,1,1,21287.28,21291.32
3840,1,1,21288.24,21293.64
3841,1,1,21288.08,21295.12
3842,1,1,21290.36,21295.68
3843,1,1,21302.76,21308.36
3844,1,2,21308.52,21313.64
3845,1,1,21311.4,21319.72
3846,1,1,21312.48,21317.16
3847,1,2,21313.2,21318.16
3848,1,2,21313.48,21319.4
3849,1,2,21315.08,21321
3850,1,3,21323,21330.16
3851,1,4,21332.28,21339.8
3852,1,3,21332.52,21337.12
3853,1,3,21334.12,21340.28
3854,2,3,21337.36,21342.88
3855,1,3,21341.88,21349.08
3856,1,3,21342.88,21349.12
3857,1,3,21343.52,21350.32
3858,2,1,21346.6,21351.72
3859,1,1,21359.4,21368
3860,2,2,21370.32,21378.6
3861,2,1,21377.32,21383.4
3862,2,2,21380.84,21386.28
3863,2,1,21382.32,21388.32
3864,2,2,21385.24,21392.04
3865,2,2,21387.12,21393
3866,1,1,21399.72,21409.48
3867,1,3,21400.68,21411.32
3868,1,3,21422.76,21431.72
3869,2,1,21427.76,21436.2
3870,2,4,21429.48,21438.12
3871,2,4,21439.28,21446.76
3872,2,3,21444.84,21449.64
3873,2,3,21446.08,21450.6
3874,1,3,21455.4,21460.72
3875,1,3,21457.32,21464.8
3876,1,2,21467.88,21473.72
3877,1,1,21476.52,21481.8
3878,2,1,21481.12,21488.04
3879,2,3,21486.08,21492.12
3880,1,1,21491.36,21495.68
3881,1,3,21504.36,21511.8
3882,2,2,21514.16,21520.68
3883,1,3,21522.16,21530.84
3884,1,6,21528.36,21542.69
3885,1,1,21528.36,21541.28
3886,2,7,21543.76,21549.48
3887,1,3,21548.52,21554.48
3888,2,3,21558.68,21563.88
3889,2,3,21560.04,21565.8
3890,2,3,21562.32,21568.68
3891,2,3,21567.68,21574.44
3892,2,1,21568.28,21575.4
3893,1,1,21583.08,21591.6
3894,1,1,21585,21592.72
3895,1,1,21591.72,21596.76
3896,1,1,21598.44,21605.16
3897,1,1,21601.32,21608.08
3898,2,1,21607.24,21613.8
3899,1,2,21627.16,21634.4
3900,1,1,21663.72,21671.8
3901,1,2,21674.16,21683.72
3902,2,2,21686.68,21692.52
3903,1,3,21692.52,21700.24
3904,2,3,21708.08,21715.16
3905,2,1,21710.4,21717.44
3906,1,3,21716.96,21721.44
3907,1,3,21718.88,21724.36
3908,1,1,21721.76,21731.04
3909,1,3,21734.56,21740.64
3910,2,1,21670.76,21675.84
3911,2,1,21672.24,21677.6
3912,2,1,21674.24,21679.28
3913,1,3,21679.28,21684.64
3914,1,3,21684.32,21690.2
3915,1,2,21687.32,21696.6
3916,1,3,21703.64,21710.6
3917,1,1,21707.16,21714.16
3918,2,3,21708.52,21716.12
3919,1,2,21722.56,21727.32
3920,1,1,21728.6,21733.84
3921,1,3,21731.16,21735.4
3922,1,3,21735.96,21740.6
3923,1,1,21738.2,21742.64
3924,1,2,21749.12,21754.04
3925,1,1,21763.16,21768.2
3926,2,3,21763.4,21769.88
3927,1,3,21774.8,21782.44
3928,1,1,21780.44,21786.08
3929,2,3,21789.8,21796.76
3930,1,2,21809.24,21819.12
3931,1,1,21825.56,21830.28
3932,2,1,21833.64,21837.08
3933,1,2,21837.08,21846.48
3934,2,3,21838,21841.88
3935,2,4,21839.28,21846.76
3936,2,3,21841.32,21846.52
3937,2,2,21843.2,21849.4
3938,2,1,21845.16,21851.72
3939,2,1,21846.76,21853.08
3940,2,3,21848.52,21854.8
3941,2,3,21850.24,21855.52
3942,1,6,21851.72,21859.88
3943,2,3,21852.04,21858.48
3944,2,3,21855.08,21861.12
3945,2,2,21856.24,21863.12
3946,2,1,21861.12,21867.8
3947,2,3,21863.12,21869
3948,2,2,21864.04,21871.12
3949,1,1,21872.72,21879
3950,1,1,21878.4,21883.24
3951,2,3,21880.6,21886.96
3952,2,3,21887.32,21893.72
3953,1,2,21890.76,21896.56
3954,1,3,21911,21916.88
3955,1,1,21911.52,21915.16
3956,2,1,21911.52,21916.48
3957,2,1,21913.16,21917.76
3958,1,1,21917.76,21923.44
3959,1,1,21918.8,21924.56
3960,1,1,21920.28,21925.76
3961,1,6,21922.96,21928.4
3962,1,1,21928.4,21935.28
3963,1,1,21934.68,21941.64
3964,2,1,21934.68,21939.44
3965,2,3,21940.44,21946.64
3966,1,1,21940.44,21948
3967,1,2,21944.6,21950.4
3968,1,1,21947.24,21951.64
3969,1,3,21949.08,21954.56
3970,1,6,21951.12,21964.1
3971,1,3,21951.64,21958.72
3972,2,3,21954.56,21958.72
3973,2,3,21963.72,21969.52
3974,2,2,21973.28,21977.08
3975,2,3,21974.2,21980.12
3976,2,3,21976.16,21982.8
3977,1,2,21993.08,22002.92
3978,1,1,21996.32,22004.96
3979,1,1,21997.08,22001.08
3980,2,3,22001.84,22007.12
3981,2,2,22012.04,22017.2
3982,1,1,22016.16,22022
3983,1,2,22021.72,22028.72
3984,2,1,22029.84,22035.8
3985,2,1,22030.84,22036.84
3986,2,1,22031.84,22037.72
3987,1,3,22033.84,22041.84
3988,2,3,22037.68,22042.52
3989,2,2,22046.28,22050.88
3990,2,3,22048,22053.4
3991,1,2,22049.44,22055.04
3992,1,2,22056.92,22062.52
3993,2,1,22058.08,22062.52
3994,2,1,22059.16,22063.64
3995,2,3,22074.92,22079.96
3996,2,3,22089.08,22095.84
3997,2,3,22090.32,22096.48
3998,1,2,22090.8,22095.84
3999,1,2,22093.28,22098.84
4000,1,2,22096.48,22105.64
4001,1,1,22104.88,22111.52
4002,2,1,22115.48,22119.48
4003,2,2,22116.36,22120
4004,2,2,22120.52,22125.32
4005,2,5,22121.84,22126.6
4006,1,2,22135.88,22141.12
4007,1,3,22137.4,22142.36
4008,1,3,22139.08,22145.16
4009,2,2,22144.96,22149.08
4010,1,3,22147.72,22152.92
4011,2,1,22150.64,22156.32
4012,2,2,22152.16,22157.64
4013,1,1,22192,22197.92
4014,1,2,22209.08,22214.36
4015,2,3,22212.36,22218.2
4016,1,2,22216.28,22221.4
4017,2,1,22221.4,22226.36
4018,1,3,22226.36,22235.08
4019,1,3,22229.72,22236.24
4020,2,3,22232.8,22240.04
4021,2,1,22233.88,22237.16
4022,1,2,22235.08,22244.32
4023,1,1,22240.88,22245.8
4024,2,1,22245.8,22250.84
4025,1,1,22252.24,22259.88
4026,1,2,22252.24,22261.72
4027,2,1,22269.56,22273.88
4028,2,1,22270.16,22275.56
4029,2,1,22278.4,22283.48
4030,1,5,22279.64,22294.34
4031,1,1,22282.52,22291.24
4032,1,1,22286.04,22293.36
4033,2,3,22302.96,22308.44
4034,2,1,22304.24,22309.96
4035,2,3,22305.72,22311.32
4036,2,3,22315.76,22323
4037,2,3,22332.08,22337.96
4038,2,1,22332.08,22335.32
4039,1,3,22345.76,22352.32
4040,1,3,22356.44,22362.72
4041,1,3,22356.44,22364.52
4042,2,3,22361.4,22367.68
4043,2,1,22388.36,22392.04
4044,2,4,22392.04,22398.08
4045,2,2,22392.56,22396.4
4046,1,1,22392.56,22399.8
4047,1,3,22398.08,22403.48
4048,2,3,22407.92,22413.56
4049,2,1,22421.04,22425
4050,2,6,22425.88,22435.16
4051,1,2,22452.44,22461.84
4052,1,3,22461.84,22468
4053,2,1,22465.2,22469.16
4054,1,3,22467,22474.52
4055,1,3,22469.16,22477.32
4056,1,3,22477.32,22483.16
4057,1,3,22481.44,22486.52
4058,1,1,22487.2,22491.84
4059,1,3,22491.84,22500.88
4060,2,2,22491.84,22496.92
4061,1,1,22500.48,22507.16
4062,1,1,22502.36,22506.2
4063,1,3,22509.08,22514.56
4064,2,2,22513.4,22517.27
4065,1,3,22518.96,22525.96
4066,2,3,22520,22524.4
4067,2,2,22521.72,22528.36
4068,2,2,22529.24,22535.36
4069,2,1,22536.16,22540.72
4070,2,3,22550.96,22556.84
4071,1,1,22555.16,22560.2
4072,1,2,22562.84,22567.08
4073,2,3,22583.04,22589.8
4074,2,3,22583.84,22592.6
4075,1,1,22597.4,22603.36
4076,1,3,22607,22614.08
4077,1,2,22623.32,22628.12
4078,1,2,22624.36,22635
4079,1,4,22628.56,22632.72
4080,1,1,22631.6,22636.8
4081,1,2,22635.08,22641.12
4082,1,5,22635.08,22648.28
4083,1,4,22642.52,22646.6
4084,1,4,22643.96,22648.28
4085,1,2,22646.48,22650.24
4086,1,1,22648.88,22654.56
4087,1,4,22653.04,22659.24
4088,1,3,22685.36,22691.64
4089,1,3,22691.64,22696.48
4090,1,3,22696.48,22703.16
4091,2,3,22700.56,22706.16
4092,1,3,22709.08,22722.08
4093,1,1,22711.32,22719.56
4094,1,1,22714.08,22725.2
4095,1,2,22719.56,22730.84
4096,1,3,22745.24,22753.2
4097,1,3,22752.96,22760.84
4098,2,3,22754.72,22761.88
4099,1,3,22756.84,22763.56
4100,1,3,22774.52,22780.36
4101,1,3,22778.36,22784.92
4102,1,3,22778.36,22789.24
4103,1,3,22784.92,22794.92
4104,1,1,22789.4,22799.32
4105,2,1,22807.92,22815.72
4106,2,1,22810.2,22818.28
4107,2,1,22811.6,22819.4
4108,2,2,22815.72,22823.32
4109,2,1,22817.36,22825.88
4110,2,3,22819.4,22826.84
4111,2,1,22821.52,22828.96
4112,2,1,22823.32,22830.92
4113,2,3,22830.92,22838.88
4114,2,1,22833.2,22839.88
4115,2,1,22835.44,22842.2
4116,2,2,22839.88,22847.16
4117,2,2,22842.96,22850.6
4118,2,3,22845.44,22853.72
4119,2,3,22847.16,22854.8
4120,2,3,22849.48,22857.76
4121,2,1,22850.6,22859.68
4122,2,1,22857.76,22863.96
4123,2,3,22859.68,22865.96
4124,2,3,22860.52,22868.12
4125,1,3,22888.28,22897.16
4126,1,3,22898.32,22906.04
4127,1,1,22899.6,22907.6
4128,1,3,22958.36,22967
4129,1,3,22962.2,22968.84
4130,1,3,22967,22975.64
4131,2,3,22969.16,22979.48
4132,2,1,22988,22996.28
4133,2,1,23004.56,23015
4134,2,1,23006.36,23016.92
4135,2,1,23009.84,23019.8
4136,2,3,23012.12,23021.72
4137,2,2,23014.04,23024.6
4138,2,3,23016.44,23025.56
4139,2,3,23018.4,23025.8
4140,2,1,23021.16,23028.44
4141,2,1,23022.92,23030.36
4142,2,2,23025.56,23032.28
4143,2,2,23030.96,23038.52
4144,2,1,23036.4,23043.8
4145,2,3,23038.52,23046.68
4146,1,3,23063,23069.36
4147,1,3,23065.88,23072.36
4148,1,3,23068.76,23074.68
4149,1,6,23068.76,23079.06
4150,1,3,23069.72,23076.44
4151,1,2,23076.44,23084.32
4152,1,1,23080.28,23089.84
4153,1,6,23080.28,23094.58
4154,1,2,23082.2,23092.2
4155,1,4,23085.24,23095.12
4156,1,1,23084.12,23098.82
4157,1,4,23087.96,23102.26
4158,1,1,23087.96,23101.86
4159,1,3,23111,23120.4
4160,1,3,23114.24,23125.24
4161,1,3,23145.56,23154.2
4162,1,3,23147.48,23156.28
4163,2,3,23169.88,23174.48
4164,2,3,23171.44,23176.56
4165,2,3,23174.48,23182.04
4166,2,1,23175.48,23183
4167,1,3,23226,23232.04
4168,2,3,23239.92,23250.84
4169,2,3,23242.52,23251.96
4170,2,3,23245.24,23255
4171,1,3,23252.12,23264.36
4172,2,3,23255,23266.36
4173,1,3,23260.76,23266.8
4174,1,3,23282.84,23293.8
4175,1,2,23284.76,23296.28
4176,1,4,23286.56,23298.46
4177,1,2,23290.36,23303.96
4178,1,1,23298.2,23309
4179,1,2,23306.84,23316.84
4180,1,1,23325.08,23332.04
4181,1,2,23327,23331.4
4182,1,1,23327,23335.64
4183,1,3,23333.72,23341.4
4184,1,3,23335.4,23342.08
4185,2,3,23335.4,23344.8
4186,1,1,23338.88,23349.12
4187,1,2,23347.48,23355.2
4188,1,1,23355.2,23361.76
4189,2,1,23377.48,23383.12
4190,2,1,23380.76,23386.52
4191,2,2,23385.2,23391.72
4192,2,3,23387.68,23394.2
4193,2,6,23418.2,23427.8
4194,2,3,23420.12,23430.08
4195,2,1,23421.8,23432.6
4196,2,3,23423.48,23430.08
4197,2,1,23424.68,23431.64
4198,2,2,23425.92,23433.56
4199,2,3,23428.24,23434.52
4200,2,3,23428.72,23434.96
4201,2,2,23430.68,23437.24
4202,2,2,23439.12,23444.4
4203,2,4,23446.16,23452.76
4204,2,2,23449.44,23454.68
4205,2,3,23455.52,23461.4
4206,2,3,23456.04,23462.36
4207,1,1,23456.24,23465.52
4208,1,1,23466.64,23474.72
4209,1,2,23471.96,23480.64
4210,1,2,23525.48,23531.24
4211,1,1,23525.48,23532.68
4212,1,1,23525.48,23534.48
4213,1,3,23559.72,23566.64
4214,1,1,23561.24,23567.88
4215,1,3,23564.28,23569.84
4216,1,2,23578.36,23583.24
4217,1,1,23579.48,23584.6
4218,1,2,23585.92,23591.6
4219,1,1,23587.96,23592.8
4220,1,1,23600.6,23607.56
4221,1,3,23615.92,23622
4222,1,1,23624.6,23629.4
4223,1,3,23624.6,23633.08
4224,1,3,23629.4,23633.56
4225,1,2,23633.56,23639
4226,1,3,23637.08,23641.84
4227,1,3,23638.04,23645.69
4228,1,3,23639,23644.08
4229,1,1,23643.8,23649.84
4230,1,3,23647.64,23651.64
4231,1,5,23649.84,23664.52
4232,1,2,23655.32,23662.04
4233,1,1,23675.48,23679.68
4234,1,1,23675.48,23681.68
4235,1,2,23679.68,23685.76
4236,1,3,23685.76,23691.16
4237,1,2,23696.6,23701.68
4238,1,3,23721.04,23728.16
4239,1,3,23723.48,23728.28
4240,1,1,23723.48,23730.08
4241,1,2,23728.16,23739.6
4242,1,3,23735.04,23739.6
4243,1,1,23738.84,23743.4
4244,1,2,23743.6,23747.96
4245,1,1,23743.6,23750.48
4246,1,1,23747.48,23753.48
4247,1,1,23749.96,23755.76
4248,1,3,23754.56,23760.92
4249,1,2,23766.2,23773.32
4250,1,2,23768.32,23774.56
4251,1,3,23774.56,23782.48
4252,1,3,23781.84,23786.72
4253,1,2,23786,23791.96
4254,1,3,23796.44,23801.2
4255,1,6,23808.92,23818.92
4256,1,1,23811.08,23817.6
4257,1,1,23812.44,23818.92
4258,1,3,23817.6,23823.24
4259,1,1,23820.12,23824.76
4260,1,1,23846.2,23850.6
4261,1,6,23853.88,23862.24
4262,1,1,23854.76,23860.2
4263,1,2,23856.92,23864.72
4264,1,2,23864.28,23869.08
