Sl.No,Lane,VehicleType,Entry,Exit
1151,1,1,7545.88,7552.64
1152,1,2,7547.72,7554.2
1153,2,2,7559.48,7566.76
1154,1,2,7559,7564.52
1155,1,2,7561.4,7568.28
1156,1,2,7562.96,7568.32
1157,1,1,7563.04,7569.28
1158,1,1,7566.28,7571.72
1159,1,1,7572.72,7577.24
1160,1,1,7575.36,7580.2
1161,1,1,7623.28,7627.56
1162,1,1,7625.56,7631.6
1163,1,1,7629.12,7633.44
1164,2,1,7633.32,7637.24
1165,2,1,7635,7639.28
1166,2,1,7636.36,7641.08
1167,1,3,7650.72,7657
1168,1,1,7657.96,7662.88
1169,1,2,7667.6,7672.68
1170,1,1,7671.64,7681.32
1171,1,2,7675.72,7680.36
1172,1,1,7678.36,7684
1173,1,1,7692.56,7695.96
1174,1,2,7692.84,7696.84
1175,1,3,7697.04,7703.08
1176,1,3,7721.4,7728.12
1177,2,2,7730.68,7734.44
1178,1,3,7738.08,7743.64
1179,2,3,7738.76,7744.72
1180,1,1,7743.76,7748.16
1181,1,3,7744.24,7749.68
1182,1,1,7750.68,7759
1183,2,5,7748.44,7751.92
1184,1,1,7750.84,7755.6
1185,1,3,7746.48,7751.92
1186,1,3,7746.88,7753.12
1187,1,1,7761.84,7767.04
1188,1,3,7760.88,7770.36
1189,2,3,7765.68,7771.48
1190,1,1,7771.48,7779.2
1191,1,4,7772.44,7778.44
1192,1,1,7773.76,7779.68
1193,1,2,7777.44,7782.64
1194,1,3,7778.32,7782.76
1195,2,1,7786.56,7791.72
1196,1,1,7787.4,7794.12
1197,2,1,7788.32,7794.08
1198,1,2,7788.48,7795.4
1199,2,3,7790.88,7797.96
1200,2,3,7791.76,7797.44
1201,2,3,7792.92,7798.32
1202,2,1,7794.88,7800.36
1203,1,1,7806.04,7814.28
1204,1,3,7810.64,7816.48
1205,1,3,7816.68,7823.84
1206,1,3,7819.28,7824.84
1207,1,1,7830.92,7836.6
1208,1,3,7837.6,7846.28
1209,1,2,7841.4,7848.04
1210,2,1,7842.6,7847.52
1211,2,1,7858,7862.2
1212,1,3,7863.36,7868.44
1213,1,4,7890.08,7895.2
1214,1,1,7893.24,7899.76
1215,2,1,7894.04,7899.12
1216,1,1,7897.28,7904.16
1217,1,1,7902.76,7907.44
1218,1,1,7915.96,7920.76
1219,1,1,7918.32,7923.04
1220,1,3,7919.72,7924.6
1221,1,1,7922.96,7937.3
1222,1,2,7947.92,7952.88
1223,1,2,7961.64,7967.36
1224,2,1,7965.88,7970.04
1225,2,7,7967.56,7977.08
1226,2,3,7971.4,7980.88
1227,1,4,7998.2,8003.96
1228,1,1,8000,8005.12
1229,2,2,8009.12,8014.36
1230,1,1,8009.16,8014.36
1231,2,2,8011.48,8016.44
1232,1,1,8010.4,8015.64
1233,1,1,8014.4,8019.4
1234,1,3,8019.16,8025.48
1235,1,1,8020.92,8026.24
1236,1,1,8028.84,8035
1237,2,3,8042.44,8049.16
1238,1,5,8046.04,8057.84
1239,1,3,8047.56,8053.96
1240,1,2,8048.92,8055
1241,1,1,8051.08,8056.92
1242,1,1,8047.92,8058.12
1243,1,3,8052.04,8061.08
1244,1,2,8060.56,8068.64
1245,1,1,8063.28,8070.36
1246,1,1,8065.4,8071.32
1247,1,1,8064.48,8072.56
1248,2,1,8071.2,8077.08
1249,1,1,8071.96,8076.8
1250,1,1,8079.08,8085.64
1251,1,3,8082.2,8089.32
1252,1,1,8084.28,8088.48
1253,2,1,8093.68,8097.16
1254,1,2,8100,8109.84
1255,1,1,8100,8107.44
1256,1,3,8102.84,8109.12
1257,1,1,8107.44,8112.6
1258,1,1,8110.32,8114.92
1259,1,3,8116.2,8123.04
1260,1,3,8120.76,8125.96
1261,1,3,8124.52,8130.64
1262,1,3,8147.64,8154.28
1263,1,2,8160.36,8169.56
1264,2,1,8184.84,8188.88
1265,2,3,8190.12,8195.6
1266,1,2,8191.68,8200.4
1267,1,1,8192.88,8201.8
1268,1,5,8221.16,8235.36
1269,2,2,8217.76,8222.96
1270,1,2,8223.16,8231.48
1271,1,1,8226.68,8232.48
1272,1,3,8231.28,8236.88
1273,1,3,8238.84,8245.08
1274,2,2,8245.52,8250.24
1275,2,3,8247.36,8252.32
1276,1,5,8247.52,8258
1277,1,1,8250.36,8257.4
1278,1,1,8250.48,8261.2
1279,1,1,8254.16,8262.96
1280,1,2,8255.4,8264.2
1281,1,3,8255.08,8265.04
1282,1,1,8263.12,8268.72
1283,1,1,8268.72,8277.84
1284,1,3,8271.84,8277.04
1285,1,2,8282.84,8289.32
1286,1,3,8284.2,8290.36
1287,1,3,8295.8,8301.92
1288,1,3,8297.96,8304.84
1289,1,3,8330.88,8336.12
1290,1,3,8333.16,8338.08
1291,1,3,8339.64,8344.92
1292,1,3,8342.24,8347.88
1293,1,3,8343.4,8349
1294,1,3,8356.32,8361.56
1295,1,1,8357.96,8367.76
1296,1,3,8373.36,8379.4
1297,2,1,8373.84,8377.72
1298,1,3,8374.64,8381.76
1299,1,1,8389.48,8394.72
1300,1,2,8409.6,8414
1301,2,7,8424.76,8431.2
1302,1,5,8428.92,8439.64
1303,1,1,8433.88,8443.44
1304,1,1,8434.8,8444.24
1305,1,5,8436.28,8446.36
1306,1,3,8438.6,8448.28
1307,1,3,8441.48,8449.12
1308,1,1,8447.4,8455.08
1309,1,3,8449.12,8456.44
1310,1,3,8451.2,8458.12
1311,1,3,8454,8461.12
1312,1,1,8470.48,8476.68
1313,1,3,8474.92,8481.68
1314,1,3,8481.88,8490.28
1315,1,1,8491.48,8496.64
1316,1,1,8507.48,8512.28
1317,1,1,8515.12,8520.36
1318,1,1,8523,8532.84
1319,1,1,8534.56,8542.32
1320,2,3,8553,8557.96
1321,2,3,8559.84,8565.2
1322,1,3,8556.44,8560.96
1323,1,1,8568.56,8574
1324,1,3,8584.56,8593.28
1325,1,3,8587.24,8595
1326,1,3,8588.32,8595.12
1327,2,7,8590.56,8600.96
1328,2,1,8593.52,8603.76
1329,2,1,8595.2,8605.68
1330,1,7,8593.24,8605.68
1331,1,3,8594.24,8606.2
1332,1,3,8598,8606.2
1333,1,3,8610.28,8620.04
1334,1,3,8613.36,8620.96
1335,1,2,8616.56,8623.2
1336,1,2,8622,8627.32
1337,1,3,8631.6,8637.12
1338,1,6,8635.28,8642.24
1339,1,4,8638.08,8642.92
1340,1,4,8643.12,8648.4
1341,1,4,8648.88,8654.64
1342,1,3,8651.36,8658.12
1343,1,3,8652.8,8660.64
1344,1,2,8654.64,8662
1345,1,1,8656.48,8663.6
1346,2,1,8664.68,8670.08
1347,1,1,8682.28,8691.72
1348,1,2,8693.76,8699.48
1349,1,3,8705.68,8713.2
1350,2,3,8710.8,8720.2
1351,2,3,8710.8,8720.68
1352,1,3,8716.16,8723.12
1353,1,3,8718,8726.6
1354,1,3,8727.92,8733.04
1355,1,4,8729.36,8734.96
1356,1,2,8734.44,8742.68
1357,1,5,8748.6,8761.83
1358,1,1,8748.28,8754.16
1359,1,1,8750.6,8758.04
1360,1,3,8749.64,8755.8
1361,1,1,8755.88,8760.68
1362,1,3,8760.24,8768.56
1363,1,3,8765.24,8772.44
1364,2,5,8789.72,8794.92
1365,2,1,8811.12,8816
1366,1,4,8815.12,8821.32
1367,1,4,8837.88,8844.4
1368,1,1,8839.92,8846.04
1369,1,4,8841.6,8848
1370,2,2,8865.6,8870.64
1371,1,1,8866.88,8874.12
1372,1,3,8868.84,8875.4
1373,1,1,8872.92,8879.68
1374,1,1,8882,8888.2
1375,2,3,8888.48,8895.28
1376,2,1,8889.24,8894.72
1377,2,2,8892.92,8898.8
1378,1,1,8898.44,8904.56
1379,1,2,8902.2,8909.72
1380,1,5,8912.44,8925.32
1381,1,1,8911.92,8917.92
1382,1,1,8912.68,8919
1383,1,3,8916.72,8925.76
1384,1,3,8932.2,8940.56
1385,1,2,8939.6,8946.24
1386,1,3,8952.8,8960.8
1387,2,2,8963.32,8969.96
1388,1,6,8970.8,8984.7
1389,1,1,8992,8998.6
1390,1,1,9014.8,9020.48
1391,1,3,9021.36,9026.92
1392,1,2,9022.4,9028.24
1393,1,1,9031.68,9039.2
1394,1,2,9041.36,9046.76
1395,2,3,9047.64,9054
1396,1,7,9044.56,9059.43
1397,1,3,9056.76,9063.72
1398,1,3,9088.64,9095.48
1399,2,1,9096.92,9101.36
1400,1,1,9098.12,9106.36
1401,2,1,9107.56,9113.56
1402,1,1,9107.88,9114.28
1403,1,1,9109.52,9116.36
1404,2,1,9120.96,9125.24
1405,2,3,9129.52,9135.64
1406,2,2,9131.24,9137.04
1407,2,1,9138.52,9143.28
1408,1,1,9140.32,9144.72
1409,2,3,9146.92,9153.36
1410,1,6,9150.96,9157.88
1411,1,3,9164.4,9169.96
1412,1,4,9197.84,9205.16
1413,1,1,9198.64,9205.96
1414,1,5,9209.64,9223.56
1415,1,2,9214.36,9219.6
1416,1,1,9214.16,9226.28
1417,1,3,9217.56,9225
1418,1,1,9214.24,9227.84
1419,1,1,9228.72,9234.88
1420,1,1,9229.56,9236.44
1421,1,1,9238.48,9243
1422,1,1,9238.2,9244.88
1423,1,1,9238,9244.88
1424,1,3,9247.6,9252.44
1425,1,3,9249.44,9254.24
1426,1,3,9251.32,9255.72
1427,1,3,9251.88,9258.92
1428,1,3,9253.56,9259.32
1429,1,2,9256.24,9261.24
1430,1,3,9257.52,9264.6
1431,1,2,9263.44,9267.84
1432,1,2,9264.04,9270
1433,1,2,9266.8,9273.2
1434,1,1,9268.04,9272.8
1435,1,1,9275.64,9282.88
1436,1,1,9277.68,9283.32
1437,1,5,9305.52,9319.06
1438,2,4,9300.92,9310.32
1439,1,3,9306.36,9311.72
1440,2,3,9315.24,9321
1441,2,3,9316.72,9322.92
1442,1,3,9314.32,9324.68
1443,1,1,9321.12,9329.64
1444,1,1,9335.44,9343.24
1445,1,2,9335.24,9339.64
1446,2,3,9341,9346.64
1447,2,3,9342.2,9347.8
1448,2,3,9343.52,9349.68
1449,1,7,9370.88,9380.56
1450,1,2,9381.52,9387.04
1451,1,3,9382.2,9388.4
1452,1,3,9383.52,9389.16
1453,1,3,9402.48,9408.32
1454,2,3,9412.08,9416.36
1455,1,2,9416.48,9423.08
1456,1,1,9419.32,9425.28
1457,2,3,9425.24,9430.36
1458,2,1,9431.92,9436.24
1459,1,1,9431.8,9439.44
1460,1,3,9435.04,9441.92
1461,1,2,9444.04,9453.36
1462,1,1,9447.72,9453.24
1463,1,4,9486,9492.72
1464,2,3,9491.72,9499.72
1465,2,6,9493.68,9501.36
1466,1,3,9500.36,9506.36
1467,1,3,9498.48,9504.04
1468,1,2,9512.6,9522.52
1469,2,2,9512.64,9516.92
1470,2,1,9526.72,9531.56
1471,1,1,9534.96,9544.96
1472,1,1,9536.92,9543.64
1473,1,2,9545.76,9552.28
1474,1,4,9548.12,9554.2
1475,1,1,9548.72,9555.76
1476,1,3,9555.04,9559.8
1477,2,1,9562,9566.64
1478,1,3,9562.64,9570.8
1479,2,2,9568.72,9574.24
1480,1,2,9572.48,9576.56
1481,1,3,9590.16,9596.48
1482,1,3,9590.92,9597.92
1483,1,2,9591.96,9595.48
1484,1,3,9592.4,9599.32
1485,1,2,9593.4,9599.32
1486,1,2,9605.44,9610.24
1487,1,3,9607.68,9612.08
1488,1,2,9606.92,9610.28
1489,1,3,9604.08,9612.12
1490,1,2,9605,9610.24
1491,1,1,9606.92,9612.56
1492,1,3,9609.32,9613.92
1493,1,1,9639.88,9646.64
1494,1,3,9647.2,9653.68
1495,1,3,9647.6,9653.12
1496,1,3,9650.08,9655.76
1497,1,3,9651.96,9657.64
1498,1,1,9656.68,9665.72
1499,2,4,9660.6,9666.28
1500,1,1,9660.48,9667.56
1501,1,1,9681.48,9689
1502,1,1,9683,9687.4
1503,1,3,9682.68,9688.6
1504,1,1,9686.72,9691.44
1505,1,1,9689.4,9695.28
1506,1,3,9697.2,9703.8
1507,1,3,9698.16,9704.24
1508,1,1,9701.36,9708.8
1509,1,3,9710.4,9717.12
1510,1,3,9711.64,9718.48
1511,2,7,9713.52,9721.52
1512,2,2,9716.6,9724.08
1513,2,1,9720.92,9727.16
1514,2,1,9723.44,9729
1515,2,3,9724.76,9730.92
1516,1,2,9712.64,9719.76
1517,1,3,9716.04,9722.44
1518,2,3,9730.48,9735.76
1519,1,1,9727.12,9733.76
1520,1,1,9728.8,9735.6
1521,1,4,9731.36,9738.2
1522,1,3,9735.56,9742.28
1523,1,3,9737.96,9743.92
1524,1,3,9739.24,9745.4
1525,1,3,9744.4,9751.08
1526,1,4,9747.48,9754.12
1527,2,3,9747.72,9752.28
1528,2,3,9749.2,9753.92
1529,2,3,9750.68,9754.8
1530,1,1,9753.04,9758
1531,1,3,9756.72,9762.12
1532,1,3,9761.44,9766.2
1533,1,3,9773.28,9780.2
1534,1,3,9778.68,9784.36
1535,1,3,9779.96,9787.4
1536,1,3,9787.68,9793.56
1537,1,1,9789.08,9795.4
1538,1,2,9809.76,9816.6
1539,1,2,9810.6,9818.16
1540,1,3,9812.24,9817.52
1541,1,3,9812.52,9816.8
1542,1,3,9812.4,9818.2
1543,1,6,9820,9826.96
1544,2,3,9821.88,9828.92
1545,2,2,9826.12,9830.88
1546,1,3,9820.4,9828.96
1547,1,1,9822.8,9829.72
1548,1,1,9824.72,9831.96
1549,1,3,9825.92,9832.48
1550,1,6,9827.88,9833.96
1551,1,2,9833.4,9840
1552,1,3,9842.16,9849.84
1553,1,3,9850,9856.68
1554,1,1,9863.2,9867.76
1555,1,1,9882.32,9886.64
1556,1,1,9891,9894.28
1557,1,3,9891,9897.16
1558,1,3,9898.68,9903.56
1559,1,3,9898.88,9903.52
1560,1,2,9909,9913.56
1561,1,3,9909.2,9914.6
1562,1,1,9913.08,9917.96
1563,2,3,9913.92,9919.08
1564,2,3,9919.28,9924.28
1565,2,3,9923.32,9928.72
1566,2,3,9924.36,9929.32
1567,1,2,9926.44,9931.92
1568,1,1,9927.52,9933.76
1569,2,2,9933.88,9938.48
1570,1,1,9929.68,9935.92
1571,1,1,9932.4,9938.04
1572,1,3,9934.44,9940.28
1573,1,1,9935.2,9940.28
1574,1,3,9939.48,9945.72
1575,1,3,9940,9944.88
1576,1,3,9941.88,9947.48
1577,1,3,9947.76,9953.04
1578,1,3,9953.68,9958.72
1579,1,2,9956.56,9961.72
1580,2,1,9961.04,9965.28
1581,1,3,9962,9967.56
1582,1,3,9973.88,9981.12
1583,1,3,9995.36,10001.84
1584,2,3,9997.88,10002.48
1585,1,2,10015.64,10021.56
1586,1,1,10016.8,10023.2
1587,1,1,10020.28,10025.52
1588,1,3,10051,10056
1589,1,1,10051.44,10055.04
1590,2,2,10054.08,10059.16
1591,1,3,10057.2,10064.2
1592,1,3,10062.92,10068.76
1593,2,1,10065,10070.32
1594,2,2,10068.16,10073.52
1595,1,3,10073.52,10078.92
1596,1,1,10082.8,10088.92
1597,2,3,10091.68,10097.56
1598,2,3,10093.36,10098.96
1599,2,2,10094.84,10099.6
1600,1,3,10104.28,10110.44
1601,1,1,10105.32,10111.48
1602,2,3,10104.88,10110.2
1603,2,2,10107.72,10112.08
1604,1,1,10114.68,10119.8
1605,1,1,10127.8,10132
1606,1,3,10128.28,10133.56
1607,1,3,10137.12,10143.72
1608,2,1,10138.12,10143.84
1609,2,1,10139.36,10145.2
1610,1,1,10141.72,10146.8
1611,1,2,10145.44,10150.64
1612,1,1,10147.48,10152.6
1613,1,1,10154.68,10159.64
1614,1,1,10166.04,10171.12
1615,1,3,10166.28,10172.04
1616,1,2,10168.4,10174.32
1617,1,3,10167.88,10175.08
1618,1,1,10173.36,10178.32
1619,1,1,10176.56,10181.04
1620,1,3,10179.12,10183.52
1621,1,3,10180.52,10185.56
1622,1,3,10180.24,10185.92
1623,1,3,10182.92,10187.68
1624,1,1,10188.88,10194.92
1625,1,2,10190.6,10195.88
1626,1,2,10199.52,10205.48
1627,1,1,10200.52,10206.92
1628,1,2,10204,10209.12
1629,2,7,10210.64,10225.34
1630,1,3,10213.96,10221.24
1631,1,3,10214.64,10222.28
1632,1,3,10217.52,10225.12
1633,1,3,10219.44,10226.96
1634,1,1,10221.44,10228.36
1635,2,3,10214.68,10227.12
1636,2,1,10217.48,10230.96
1637,1,1,10223.28,10230.44
1638,1,3,10226.04,10231.6
1639,1,3,10227.12,10232.6
1640,1,2,10228.2,10233.92
1641,1,3,10230.04,10236.04
1642,1,3,10232.88,10238.68
1643,1,3,10234.68,10240.56
1644,2,1,10238.68,10242.84
1645,1,1,10255.32,10260.72
1646,2,4,10255.44,10260.52
1647,1,3,10261.32,10268.52
1648,1,2,10266.08,10273.16
1649,1,1,10270.2,10277.48
1650,1,1,10273.28,10280.76
1651,1,4,10274.96,10281.48
1652,1,1,10276,10281.48
1653,1,3,10280.2,10285.56
1654,2,2,10291.4,10301.48
1655,1,3,10287.92,10296.48
1656,2,1,10292.44,10299.04
1657,1,1,10292.4,10298.2
1658,1,1,10294.32,10300.68
1659,1,1,10296,10302.08
1660,2,3,10299.52,10304.2
1661,1,1,10312.44,10318.64
1662,1,2,10315.36,10321.56
1663,2,6,10317.44,10325.24
1664,2,2,10319.8,10327.36
1665,1,1,10332.28,10336.76
1666,1,4,10335.32,10344.4
1667,1,1,10336.64,10347.32
1668,1,2,10343.28,10349.16
1669,1,1,10349.96,10355.4
1670,2,1,10353.04,10357.64
1671,1,1,10353.36,10359.04
1672,1,2,10356.8,10363.32
1673,2,3,10367.76,10372.2
1674,1,3,10375.08,10380.52
1675,1,1,10379.88,10388
1676,2,2,10381.44,10387.6
1677,2,3,10384.4,10389.76
1678,1,1,10380.68,10388
1679,1,1,10388.4,10394.92
1680,1,1,10390.12,10397.56
1681,1,3,10398.28,10406.28
1682,1,4,10404.64,10410.76
1683,1,1,10406.48,10412.68
1684,1,4,10427.6,10435.08
1685,1,1,10428.52,10433.04
1686,1,3,10429.36,10436.24
1687,1,2,10431.32,10437.36
1688,1,1,10433.44,10439.8
1689,1,1,10437.28,10442.24
1690,1,1,10438.84,10444.56
1691,2,1,10436.24,10441.44
1692,1,1,10436.52,10442.28
1693,1,1,10438.2,10442.24
1694,1,1,10439.16,10444.56
1695,1,1,10439,10446.04
1696,1,1,10441.28,10446.6
1697,1,1,10453.68,10459.28
1698,1,2,10459.44,10464.56
1699,1,1,10462.32,10470.64
1700,1,1,10463.4,10468.08
1701,1,2,10464.12,10469.08
1702,1,2,10464.4,10470.32
1703,1,2,10466,10471.92
1704,1,3,10473.92,10481.08
1705,1,4,10483.2,10490.72
1706,1,3,10483.44,10488.04
1707,1,3,10485.04,10491.2
1708,2,3,10488.28,10493.8
1709,1,3,10492.8,10500
1710,1,3,10493.8,10500.04
1711,1,3,10494.44,10501.24
1712,1,3,10496.88,10503.6
1713,1,3,10499.72,10506.48
1714,1,3,10511.2,10516.44
1715,1,6,10518.08,10525.64
1716,2,2,10517.16,10521
1717,2,1,10517.76,10523.16
1718,2,3,10522,10527.56
1719,1,4,10520.76,10527.76
1720,1,3,10521.84,10529.2
1721,1,3,10521.84,10529.72
1722,1,1,10525.48,10532.28
1723,1,3,10529.52,10536.64
1724,1,1,10537.32,10542.44
1725,1,3,10541.04,10546.48
1726,1,4,10544.92,10559.22
1727,1,3,10541,10546.48
1728,1,3,10544.88,10550.32
1729,1,3,10545,10550.4
1730,1,3,10546.92,10554
1731,1,2,10548.6,10555.44
1732,2,2,10545.08,10549.88
1733,1,3,10554.56,10558.88
1734,1,3,10565.92,10572.36
1735,1,2,10569.4,10576.84
1736,1,3,10571.68,10579.16
1737,1,3,10576.4,10582.4
1738,1,3,10575.56,10584.2
1739,2,3,10583.36,10590.4
1740,1,3,10582.36,10588.84
1741,1,1,10585.32,10592.72
1742,1,1,10585.92,10593.96
1743,1,1,10587.8,10593.24
1744,1,1,10592.08,10597.36
1745,1,3,10589.96,10598.76
1746,1,3,10595.52,10600.2
1747,1,2,10601.52,10611.08
1748,1,1,10603.44,10609.04
1749,1,2,10603.72,10610.12
1750,1,3,10603.32,10610.2
1751,1,2,10611.88,10618.24
1752,1,3,10611.84,10616.68
1753,1,1,10614.76,10621.04
1754,1,3,10618.52,10624.48
1755,1,1,10619.92,10625.92
1756,1,1,10621.92,10627.32
1757,1,3,10622.6,10629.24
1758,1,1,10635.32,10639.84
1759,1,3,10636.96,10644.48
1760,1,1,10642.56,10647.68
1761,1,3,10647.48,10654.12
1762,1,3,10650.6,10657.56
1763,1,3,10652.52,10659.16
1764,1,1,10684.24,10689.24
1765,1,2,10688.8,10695.4
1766,1,1,10694.44,10698.96
1767,2,2,10696.32,10699.72
1768,1,3,10700.12,10705.4
1769,2,3,10708.6,10714.96
1770,1,1,10709.68,10715.28
1771,1,1,10713.84,10719.72
1772,1,3,10714.16,10720.56
1773,1,3,10714.4,10720.88
1774,1,1,10715.16,10719.72
1775,1,1,10716.72,10721.64
1776,1,2,10722.28,10727.6
1777,1,3,10724.36,10731.12
1778,1,1,10732.28,10738.4
1779,1,3,10732.76,10740.32
1780,2,3,10734.96,10741.68
1781,2,4,10736.48,10743.8
1782,2,1,10739.52,10745.6
1783,1,1,10742.52,10747.48
1784,1,1,10744.24,10749.2
1785,1,1,10748.6,10753.92
1786,1,6,10758.76,10773.09
1787,1,3,10759.92,10765.52
1788,1,3,10762.08,10767.92
1789,1,4,10762.76,10770.44
1790,1,3,10764.68,10772
1791,1,3,10766.68,10772.4
1792,1,1,10766.56,10774.36
1793,2,1,10776.36,10781.28
1794,1,1,10789.48,10795.4
1795,1,1,10791.72,10798.48
1796,1,3,10802.24,10809.24
1797,1,2,10808.76,10813.32
1798,1,4,10811.6,10817.76
1799,1,5,10815.52,10829.39
1800,1,1,10817.36,10822.48
1801,1,1,10819.48,10825.68
1802,1,3,10821.44,10827.84
1803,1,3,10820.36,10828.32
1804,1,3,10825.88,10830.48
1805,1,1,10841.52,10848.72
1806,1,1,10848.72,10854.12
1807,1,1,10852.72,10857.28
1808,1,2,10853.4,10857.8
1809,1,3,10853.48,10857.32
1810,1,1,10854.6,10859.72
1811,1,1,10856.12,10860.88
1812,1,1,10863.04,10867.76
1813,1,3,10865.04,10870.36
1814,1,4,10869.32,10874.32
1815,2,3,10873.92,10880.8
1816,1,6,10882.52,10891.24
1817,1,2,10886.24,10891.2
1818,1,5,10891,10901.36
1819,1,4,10892.8,10899.12
1820,1,2,10895.56,10900.16
1821,1,1,10896.6,10901.4
1822,1,1,10893.72,10903.48
1823,1,1,10897.56,10905.44
1824,1,3,10900.56,10908.56
1825,1,3,10908.88,10914.8
1826,1,1,10909.4,10916.72
1827,1,3,10910.12,10916.56
1828,1,1,10917.16,10923.4
1829,2,3,10920.4,10925.56
1830,1,2,10919.84,10924.76
1831,1,2,10926.44,10932.12
1832,1,3,10938.32,10945.12
1833,2,1,10940.68,10945
1834,1,3,10943.64,10951.96
1835,1,3,10946.64,10954.92
1836,1,2,10950.44,10956.92
1837,1,3,10965.12,10971.64
1838,1,3,10968,10973.52
1839,1,3,10973.44,10978.72
1840,2,1,11008.04,11014
1841,1,1,11008.28,11014.2
1842,1,7,11007.76,11020.44
1843,1,1,11022.48,11029.76
1844,2,1,11026.08,11031.76
1845,2,3,11027.88,11034.08
1846,1,2,11026.72,11032.12
1847,1,2,11029.84,11034.48
1848,1,1,11032.92,11038.36
1849,1,2,11036,11041.56
1850,1,4,11038.8,11045.08
1851,1,3,11046.48,11055.28
1852,2,1,11050.52,11056
1853,1,2,11092.44,11098.24
1854,1,2,11093.44,11099.52
1855,1,3,11105.56,11111
1856,1,2,11109.88,11115.64
1857,2,2,11107.72,11111.68
1858,1,1,11112.84,11118.04
1859,1,5,11117.4,11129.96
1860,1,1,11118.4,11123.36
1861,2,1,11124.68,11131.12
1862,2,3,11132.56,11138.2
1863,1,3,11129.8,11138.52
1864,1,4,11140.12,11147.96
1865,1,2,11151.32,11158.8
1866,1,1,11153,11157.88
1867,1,4,11156.12,11161.24
1868,2,3,11168.72,11176.56
1869,1,2,11176.08,11179.96
1870,1,1,11193.28,11199
1871,1,4,11199.96,11206.04
1872,1,1,11211.56,11217.44
1873,1,2,11228.2,11233.2
1874,1,3,11231.76,11238.72
1875,1,3,11233.84,11240.8
1876,1,1,11238.52,11243.76
1877,1,2,11242.48,11248.36
1878,1,3,11245.56,11251.8
1879,1,1,11246.2,11251.76
1880,1,1,11248.32,11253.08
1881,1,1,11252.24,11257.68
1882,1,1,11257.64,11263.68
1883,2,1,11257.08,11263.04
1884,2,1,11258.76,11264.8
1885,1,4,11258.6,11272.6
1886,1,3,11263.04,11268.36
1887,2,3,11273.16,11280.8
1888,1,4,11270.36,11276.32
1889,1,6,11265.2,11278.2
1890,1,1,11293.4,11297.96
1891,1,2,11294.16,11299.6
1892,1,2,11305.08,11310.48
1893,1,1,11306.92,11312.2
1894,1,2,11307.72,11311.4
1895,2,1,11318.2,11322.92
1896,1,6,11348.64,11358.4
1897,2,2,11358.28,11363.56
1898,2,7,11363.8,11371.88
1899,2,1,11364.24,11377.24
1900,2,1,11366.6,11374.88
1901,1,2,11372.68,11386.76
1902,2,3,11382.36,11388.32
1903,1,1,11371.76,11385.16
1904,1,1,11378.64,11390.48
1905,1,1,11382.52,11393.48
1906,1,1,11385.24,11395.36
1907,1,1,11384.44,11396.88
1908,2,1,11394.64,11399.16
1909,1,4,11393.76,11402.24
1910,1,1,11408.44,11414.48
1911,1,1,11410.24,11417.16
1912,1,1,11415.04,11420.32
1913,1,2,11424.84,11432.44
1914,1,1,11429.44,11435.68
1915,2,1,11441.44,11446.84
1916,2,3,11445.24,11450.76
1917,2,3,11448.72,11455.84
1918,1,1,11465.88,11473.68
1919,1,1,11471.64,11477.56
1920,1,3,11470.84,11479.52
1921,1,4,11475.8,11481.48
1922,1,2,11479.44,11486.2
1923,2,3,11490.44,11496.84
1924,1,2,11497.96,11503.32
1925,2,6,11510.4,11515.96
1926,2,1,11513.52,11519.08
1927,2,3,11516.04,11521.6
1928,2,1,11517.96,11523.68
1929,2,3,11521.28,11527.72
1930,2,3,11522.88,11530.44
1931,1,1,11554.48,11560.44
1932,1,1,11558.64,11564.92
1933,1,3,11565.12,11570.6
1934,2,1,11569.04,11573.72
1935,2,3,11577.56,11584.52
1936,1,2,11577.12,11583.52
1937,2,3,11585.52,11591.96
1938,2,3,11592,11598.2
1939,1,5,11614.72,11628.76
1940,1,3,11616.12,11623.88
1941,1,3,11620.64,11626.96
1942,1,1,11620.52,11632.12
1943,1,1,11623.36,11634.68
1944,1,1,11625.28,11636.36
1945,1,3,11625.4,11636.12
1946,1,3,11625.4,11637.04
1947,1,3,11626.36,11638.32
1948,1,4,11629.24,11639.8
1949,2,1,11636.28,11641.8
1950,1,3,11637.8,11650.6
1951,1,1,11645.56,11653.6
1952,1,1,11657.96,11667.16
1953,1,1,11665.6,11671.32
1954,1,3,11662.72,11673.48
1955,1,3,11664.76,11674.2
1956,2,1,11665.56,11670.76
1957,1,1,11676.28,11683.28
1958,1,3,11680.48,11688.04
1959,1,3,11682.04,11688.88
1960,1,2,11685,11693.24
1961,1,4,11687.44,11700.52
1962,1,1,11685.84,11691.84
1963,2,7,11690.92,11703.68
1964,2,3,11695.2,11706.4
1965,1,1,11706.16,11712.36
1966,1,4,11709,11718.24
1967,1,3,11711.72,11719.92
1968,1,1,11712.76,11721.16
1969,1,2,11716.48,11723.72
1970,2,2,11720.04,11725.24
1971,1,3,11721.32,11730.52
1972,2,1,11727.28,11732.84
1973,2,3,11731.76,11741.4
1974,2,3,11733.28,11742.84
1975,1,6,11753.16,11767.16
1976,1,1,11754.04,11761.72
1977,1,3,11755.96,11763.64
1978,1,3,11755.96,11766.52
1979,1,1,11764.52,11772.44
1980,1,2,11771.68,11777.56
1981,1,3,11775.16,11782.8
